ID,Nom,Effet,Rareté,Set
OP03-003_p6,"Izo","[On Play] Look at 5 cards from the top of your deck; reveal
                    up to 1 card with a type including ""Whitebeard Pirates""
                    other than [Izo] and add it to your hand. Then, place the
                    rest at the bottom of your deck in any order.",R,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP03-004,"Curiel","This Character cannot attack a Leader on the turn in which it is played.<br>[DON!! x1] This Character gains [Rush].<br>(This card can attack on the turn in which it is played.)",C,"-PILLARS OF STRENGTH- [OP03]"
OP03-005,"Thatch","[Activate: Main] [Once Per Turn] This Character gains +2000 power during this turn. Then, trash this Character at the end of this turn.",UC,"-PILLARS OF STRENGTH- [OP03]"
OP03-006,"Speed Jil","-",C,"-PILLARS OF STRENGTH- [OP03]"
OP03-006_p1,"Speed Jil","-",C,"-Red Edward.Newgate- [ST-15]"
OP03-007,"Namule","-",C,"-PILLARS OF STRENGTH- [OP03]"
OP03-007_p1,"Namule","-",C,"-Red Edward.Newgate- [ST-15]"
OP03-008,"Buggy","This Character cannot be K.O.'d in battle by <slash> attribute cards.<br>[On Play] Look at 5 cards from the top of your deck; reveal up to 1 red Event and add it to your hand. Then, place the rest at the bottom of your deck in any order.</slash>",UC,"-PILLARS OF STRENGTH- [OP03]"
OP03-008_p1,"Buggy","This Character cannot be K.O.'d in battle by &lt;Slash&gt; attribute cards.<br>[On Play] Look at 5 cards from the top of your deck; reveal up to 1 red Event and add it to your hand. Then, place the rest at the bottom of your deck in any order.",SP CARD,"-WINGS OF THE CAPTAIN-[OP06]"
OP03-009,"Haruta","[Activate: Main] [Once Per Turn] Give up to 1 rested DON!! card to your Leader or 1 of your Characters.",C,"-PILLARS OF STRENGTH- [OP03]"
OP03-009_p1,"Haruta","[Activate: Main] [Once Per Turn] Give up to 1 rested DON!!
                    card to your Leader or 1 of your Characters.",C,"-Red Edward.Newgate- [ST-15]"
OP03-010,"Fossa","[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",C,"-PILLARS OF STRENGTH- [OP03]"
OP03-010_p1,"Fossa","[Blocker] (After your opponent declares an attack, you may
                    rest this card to make it the new target of the attack.)",C,"-Red Edward.Newgate- [ST-15]"
OP03-011,"Blamenco","[DON!! x1] [When Attacking] Give up to 1 of your opponent's Characters −2000 power during this turn.",UC,"-PILLARS OF STRENGTH- [OP03]"
OP03-012,"Marshall.D.Teach","[When Attacking] You may trash 1 of your red Characters with 4000 power or more: Draw 1 card. Then, this Character gains +1000 power during this battle.",R,"-PILLARS OF STRENGTH- [OP03]"
OP03-013,"Marco","[Your Turn] [On Play] K.O. up to 1 of your opponent's Characters with 3000 power or less.<br>[On K.O.] You may trash 1 Event from your hand: You may play this Character card from your trash rested.",SR,"-PILLARS OF STRENGTH- [OP03]"
OP03-013_p1,"Marco","[Your Turn] [On Play] K.O. up to 1 of your opponent's Characters with 3000 power or less.<br>[On K.O.] You may trash 1 Event from your hand: You may play this Character card from your trash rested.",SR,"-PILLARS OF STRENGTH- [OP03]"
OP03-014,"Monkey.D.Garp","[When Attacking] Play up to 1 red Character card with a cost of 1 from your hand.",UC,"-PILLARS OF STRENGTH- [OP03]"
OP03-015,"Lim","[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)<br>[Opponent's Turn] When this Character is K.O.'d, give up to 1 of your opponent's Leader or Character cards −2000 power during this turn.",UC,"-PILLARS OF STRENGTH- [OP03]"
OP03-016,"Flame Emperor","[Main] If your Leader is [Portgas.D.Ace], K.O. up to 1 of your opponent's Characters with 8000 power or less, and your Leader gains [Double Attack] and +3000 power during this turn.<br>(This card deals 2 damage.)",R,"-PILLARS OF STRENGTH- [OP03]"
OP03-017,"Cross Fire","[Main]/[Counter] If your Leader's type includes ""Whitebeard Pirates"", give up to 1 of your opponent's Characters −4000 power during this turn.",UC,"-PILLARS OF STRENGTH- [OP03]"
OP03-018,"Fire Fist","[Main] You may trash 1 Event from your hand: K.O. up to 1 of your opponent's Characters with 5000 power or less and up to 1 of your opponent's Characters with 4000 power or less.",R,"-PILLARS OF STRENGTH- [OP03]"
OP03-018_p1,"Fire Fist","[Main] You may trash 1 Event from your hand: K.O. up to 1 of your opponent's Characters with 5000 power or less and up to 1 of your opponent's Characters with 4000 power or less.",R,"-PILLARS OF STRENGTH- [OP03]"
OP03-019,"Fiery Doll","[Main] Your Leader gains +4000 power during this turn.",C,"-PILLARS OF STRENGTH- [OP03]"
OP03-020,"Striker","[Activate: Main] ② (You may rest the specified number of DON!! cards in your cost area.) You may rest this Stage: If your Leader is [Portgas.D.Ace], look at 5 cards from the top of your deck; reveal up to 1 Event and add it to your hand. Then, place the rest at the bottom of your deck in any order.",C,"-PILLARS OF STRENGTH- [OP03]"
OP03-021,"Kuro","[Activate: Main] ③ (You may rest the specified number of DON!! cards in your cost area.) You may rest 2 of your {East Blue} type Characters: Set this Leader as active, and rest up to 1 of your opponent's Characters with a cost of 5 or less.",L,"-PILLARS OF STRENGTH- [OP03]"
OP03-021_p1,"Kuro","[Activate: Main] ③ (You may rest the specified number of DON!! cards in your cost area.) You may rest 2 of your {East Blue} type Characters: Set this Leader as active, and rest up to 1 of your opponent's Characters with a cost of 5 or less.",L,"-PILLARS OF STRENGTH- [OP03]"
OP03-022,"Arlong","[DON!! x2] [When Attacking] ① (You may rest the specified number of DON!! cards in your cost area.): Play up to 1 Character card with a cost of 4 or less and a [Trigger] from your hand.",L,"-PILLARS OF STRENGTH- [OP03]"
OP03-022_p1,"Arlong","[DON!! x2] [When Attacking] ① (You may rest the specified number of DON!! cards in your cost area.): Play up to 1 Character card with a cost of 4 or less and a [Trigger] from your hand.",L,"-PILLARS OF STRENGTH- [OP03]"
OP03-023,"Alvida","-",C,"-PILLARS OF STRENGTH- [OP03]"
OP03-024,"Gin","[On Play] If your Leader has the {East Blue} type, rest up to 2 of your opponent's Characters with a cost of 4 or less.",R,"-PILLARS OF STRENGTH- [OP03]"
OP03-024_p1,"Gin","[On Play] If your Leader has the {East Blue} type, rest up to 2 of your opponent's Characters with a cost of 4 or less.",R,"-PILLARS OF STRENGTH- [OP03]"
OP03-025,"Krieg","[On Play] You may trash 1 card from your hand: K.O. up to 2 of your opponent's rested Characters with a cost of 4 or less.<br>[DON!! x1] This Character gains [Double Attack].<br>(This card deals 2 damage.)",SR,"-PILLARS OF STRENGTH- [OP03]"
OP03-025_p1,"Krieg","[On Play] You may trash 1 card from your hand: K.O. up to 2 of your opponent's rested Characters with a cost of 4 or less.<br>[DON!! x1] This Character gains [Double Attack].<br>(This card deals 2 damage.)",SR,"-PILLARS OF STRENGTH- [OP03]"
OP03-026,"Kuroobi","[On Play] If your Leader has the {East Blue} type, rest up to 1 of your opponent's Characters.",UC,"-PILLARS OF STRENGTH- [OP03]"
OP03-027,"Sham","[On Play] If your Leader has the {East Blue} type, rest up to 1 of your opponent's Characters with a cost of 2 or less and, if you don't have [Buchi], play up to 1 [Buchi] from your hand.",C,"-PILLARS OF STRENGTH- [OP03]"
OP03-028,"Jango","[On Play] Choose one:<br>• Set up to 1 of your {East Blue} type Leader or Character cards with a cost of 6 or less as active.<br>• Rest this Character and up to 1 of your opponent's Characters.",R,"-PILLARS OF STRENGTH- [OP03]"
OP03-029,"Chew","[On Play] K.O. up to 1 of your opponent's rested Characters with a cost of 4 or less.",UC,"-PILLARS OF STRENGTH- [OP03]"
OP03-030,"Nami","[On Play] Look at 5 cards from the top of your deck; reveal up to 1 green {East Blue} type card other than [Nami] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",R,"-PILLARS OF STRENGTH- [OP03]"
OP03-031,"Pearl","[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",C,"-PILLARS OF STRENGTH- [OP03]"
OP03-032,"Buggy","This Character cannot be K.O.'d in battle by <slash> attribute cards.</slash>",C,"-PILLARS OF STRENGTH- [OP03]"
OP03-033,"Hatchan","-",UC,"-PILLARS OF STRENGTH- [OP03]"
OP03-033_p1,"Hatchan","-",UC,"Tournament Pack Vol.6"
OP03-034,"Buchi","[On Play] K.O. up to 1 of your opponent's rested Characters with a cost of 2 or less.",UC,"-PILLARS OF STRENGTH- [OP03]"
OP03-035,"Momoo","-",C,"-PILLARS OF STRENGTH- [OP03]"
OP03-036,"Out-of-the-Bag","[Main] You may rest 1 of your {East Blue} type Characters: Set up to 1 of your [Kuro] cards as active.",C,"-PILLARS OF STRENGTH- [OP03]"
OP03-037,"Tooth Attack","[Main] You may rest 1 of your {East Blue} type Characters: K.O. up to 1 of your opponent's rested Characters with a cost of 3 or less.",C,"-PILLARS OF STRENGTH- [OP03]"
OP03-038,"Deathly Poison Gas Bomb MH5","[Main] Rest up to 2 of your opponent's Characters with a cost of 2 or less.",R,"-PILLARS OF STRENGTH- [OP03]"
OP03-039,"One, Two, Jango","[Main] Rest up to 1 of your opponent's Characters with a cost of 1 or less. Then, up to 1 of your Characters gains +1000 power during this turn.",UC,"-PILLARS OF STRENGTH- [OP03]"
OP03-040,"Nami","When your deck is reduced to 0, you win the game instead of losing, according to the rules.<br>[DON!! x1] When this Leader's attack deals damage to your opponent's Life, you may trash 1 card from the top of your deck.",L,"-PILLARS OF STRENGTH- [OP03]"
OP03-040_p1,"Nami","When your deck is reduced to 0, you win the game instead of losing, according to the rules.<br>[DON!! x1] When this Leader's attack deals damage to your opponent's Life, you may trash 1 card from the top of your deck.",L,"-PILLARS OF STRENGTH- [OP03]"
OP03-041,"Usopp","[Rush] (This card can attack on the turn in which it is played.)<br>[DON!! x1] When this Character's attack deals damage to your opponent's Life, you may trash 7 cards from the top of your deck.",SR,"-PILLARS OF STRENGTH- [OP03]"
OP03-041_p1,"Usopp","[Rush] (This card can attack on the turn in which it is played.)<br>[DON!! x1] When this Character's attack deals damage to your opponent's Life, you may trash 7 cards from the top of your deck.",SR,"-PILLARS OF STRENGTH- [OP03]"
OP03-042,"Usopp's Pirate Crew","[On Play] Add up to 1 blue [Usopp] from your trash to your hand.",C,"-PILLARS OF STRENGTH- [OP03]"
OP03-043,"Gaimon","When you deal damage to your opponent's Life, you may trash 3 cards from the top of your deck. If you do, trash this Character.",C,"-PILLARS OF STRENGTH- [OP03]"
OP03-044,"Kaya","[On Play] Draw 2 cards and trash 2 cards from your hand.",R,"-PILLARS OF STRENGTH- [OP03]"
OP03-044_p1,"Kaya","[On Play] Draw 2 cards and trash 2 cards from your hand.",R,"Tournament Pack Vol.6"
OP03-045,"Carne","[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)<br>[Opponent's Turn] If you have 20 or less cards in your deck, this Character gains +3000 power.",UC,"-PILLARS OF STRENGTH- [OP03]"
OP03-046,"Genzo","-",C,"-PILLARS OF STRENGTH- [OP03]"
OP03-047,"Zeff","[DON!! x1] When this Character's attack deals damage to your opponent's Life, you may trash 7 cards from the top of your deck.<br>[On Play] Return up to 1 Character with a cost of 3 or less to the owner's hand, and you may trash 2 cards from the top of your deck.",R,"-PILLARS OF STRENGTH- [OP03]"
OP03-047_p1,"Zeff","[DON!! x1] When this Character's attack deals damage to your opponent's Life, you may trash 7 cards from the top of your deck.<br>[On Play] Return up to 1 Character with a cost of 3 or less to the owner's hand, and you may trash 2 cards from the top of your deck.",R,"-PILLARS OF STRENGTH- [OP03]"
OP03-048,"Nojiko","[On Play] If your Leader is [Nami], return up to 1 of your opponent's Characters with a cost of 5 or less to the owner's hand.",UC,"-PILLARS OF STRENGTH- [OP03]"
OP03-049,"Patty","[On Play] If you have 20 or less cards in your deck, return up to 1 Character with a cost of 3 or less to the owner's hand.",UC,"-PILLARS OF STRENGTH- [OP03]"
OP03-050,"Boodle","[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)<br>[On K.O.] You may trash 1 card from the top of your deck.",UC,"-PILLARS OF STRENGTH- [OP03]"
OP03-051,"Bell-mère","[DON!! x1] When this Character's attack deals damage to your opponent's Life, you may trash 7 cards from the top of your deck.<br>[On K.O.] You may trash 3 cards from the top of your deck.",R,"-PILLARS OF STRENGTH- [OP03]"
OP03-052,"Merry","-",C,"-PILLARS OF STRENGTH- [OP03]"
OP03-053,"Yosaku & Johnny","[DON!! x1] If you have 20 or less cards in your deck, this Character gains +2000 power.",C,"-PILLARS OF STRENGTH- [OP03]"
OP03-054,"Usopp's Rubber Band of Doom!!!","[Counter] Up to 1 of your Leader or Character cards gains +2000 power during this battle. Then, you may trash 1 card from the top of your deck.",C,"-PILLARS OF STRENGTH- [OP03]"
OP03-055,"Gum-Gum Giant Gavel","[Counter] You may trash 1 card from your hand: Up to 1 of your Leader gains +4000 power during this battle. Then, you may trash 2 cards from the top of your deck.",C,"-PILLARS OF STRENGTH- [OP03]"
OP03-055_p1,"Gum-Gum Giant Gavel","[Counter] You may trash 1 card from your hand: Up to 1 of
                    your Leader gains +4000 power during this battle. Then, you
                    may trash 2 cards from the top of your deck.",C,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP03-055_p2,"Gum-Gum Giant Gavel","[Counter] You may trash 1 card from your hand: Up to 1 of
                    your Leader gains +4000 power during this battle. Then, you
                    may trash 2 cards from the top of your deck.",C,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP03-055_p3,"Gum-Gum Giant Gavel","[Counter] You may trash 1 card from your hand: Up to 1 of
                    your Leader gains +4000 power during this battle. Then, you
                    may trash 2 cards from the top of your deck.",C,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP03-056,"Sanji's Pilaf","[Main] Draw 2 cards.",UC,"-PILLARS OF STRENGTH- [OP03]"
OP03-056_p1,"Sanji's Pilaf","[Main] Draw 2 cards.",UC,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP03-056_p2,"Sanji's Pilaf","[Main] Draw 2 cards.",UC,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP03-056_p3,"Sanji's Pilaf","[Main] Draw 2 cards.",UC,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP03-056_p4,"Sanji's Pilaf","[Main] Draw 2 cards.",UC,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP03-057,"Three Thousand Worlds","[Main] Place up to 1 Character with a cost of 5 or less at the bottom of the owner's deck.",R,"-PILLARS OF STRENGTH- [OP03]"
OP03-057_p1,"Three Thousand Worlds","[Main] Place up to 1 Character with a cost of 5 or less at
                    the bottom of the owner's deck.",R,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP03-057_p2,"Three Thousand Worlds","[Main] Place up to 1 Character with a cost of 5 or less at
                    the bottom of the owner's deck.",R,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP03-057_p3,"Three Thousand Worlds","[Main] Place up to 1 Character with a cost of 5 or less at
                    the bottom of the owner's deck.",R,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP03-057_p4,"Three Thousand Worlds","[Main] Place up to 1 Character with a cost of 5 or less at
                    the bottom of the owner's deck.",R,"-ONE PIECE CARD THE BEST- [PRB-01]"
